,time,open,high,low,close,volume
43,2020-04-29 20:00:00,111.209163466,111.226429288,111.191897643,111.209163466,855
44,2020-04-30 05:00:00,111.364555869,111.364555869,111.364555869,111.364555869,262
45,2020-04-30 08:00:00,110.863847014,111.019239417,110.501264739,110.501264739,2706
46,2020-04-30 09:00:00,111.088302708,111.088302708,110.414935626,110.414935626,4697
47,2020-04-30 10:00:00,110.11278373,110.242277399,108.101315395,109.374669813,1048007
48,2020-04-30 11:00:00,109.378986269,109.871062213,108.46389767,108.869644501,817740
49,2020-04-30 12:00:00,108.886910324,109.370353357,108.541593872,108.653821719,649057
50,2020-04-30 13:00:00,108.636555896,109.033669816,108.161745774,108.904176147,597159
51,2020-04-30 14:00:00,108.860838932,108.91160045,108.381885013,108.489796404,424364
52,2020-04-30 15:00:00,108.507062227,109.258039181,108.368935646,108.72763311,543198
53,2020-04-30 16:00:00,108.705619187,109.145897663,108.230809065,108.317138178,1066683
54,2020-04-30 17:00:00,108.291239444,108.722885009,108.014986282,108.014986282,425040
55,2020-04-30 18:00:00,108.248074887,108.248074887,107.911391346,107.911391346,6080
56,2020-04-30 19:00:00,107.635138184,107.635138184,107.177593885,107.263922998,3222
57,2020-04-30 20:00:00,107.816429322,107.816429322,107.479745781,107.548809071,1698
58,2020-05-01 08:00:00,106.754581231,106.754581231,105.796328076,105.865391366,1337
59,2020-05-01 09:00:00,106.271224527,107.048100216,105.925994404,106.823471863,4609
60,2020-05-01 10:00:00,106.202074907,106.61645465,105.416479978,105.675467318,728367
61,2020-05-01 11:00:00,105.69273314,106.590555916,105.278353397,106.391998956,676342
62,2020-05-01 12:00:00,106.366100222,106.366100222,105.235188841,105.430637953,469684
63,2020-05-01 13:00:00,105.42511289,105.779062253,105.200657196,105.760587823,693780
64,2020-05-01 14:00:00,105.744530608,105.981935669,105.088429349,105.217923018,514412
65,2020-05-01 15:00:00,105.209290107,105.446695168,104.984834413,105.203765044,530804
66,2020-05-01 16:00:00,105.200657196,105.485543269,104.794910364,105.174758462,1015352
67,2020-05-01 17:00:00,105.209290107,105.235188841,105.122960994,105.200657196,80907
68,2020-05-01 18:00:00,105.192024284,105.286986309,105.192024284,105.286986309,9689
69,2020-05-01 19:00:00,105.217923018,105.286986309,105.217923018,105.286986309,1255
70,2020-05-01 20:00:00,105.286986309,105.286986309,105.286986309,105.286986309,104
71,2020-05-04 06:00:00,104.458226823,104.458226823,104.458226823,104.458226823,209
72,2020-05-04 08:00:00,104.458226823,104.674049606,104.37189771,104.423695178,1471
73,2020-05-04 09:00:00,104.458140494,104.803543276,104.199239484,104.458226823,5820
74,2020-05-04 10:00:00,104.328733154,104.794910364,103.069191394,103.560404047,633114
75,2020-05-04 11:00:00,103.560404047,103.979100246,103.163290127,103.405011644,685138
76,2020-05-04 12:00:00,103.405011644,104.035214169,103.361847087,103.862555943,461531
77,2020-05-04 13:00:00,103.871188854,104.035214169,103.482707845,103.586302781,366529
78,2020-05-04 14:00:00,103.586302781,104.017948347,103.495657212,103.888541006,545440
79,2020-05-04 15:00:00,103.914353411,104.466859735,103.87550531,104.406429355,499526
80,2020-05-04 16:00:00,104.397796444,105.29561922,104.322172141,105.045264792,665156
81,2020-05-04 17:00:00,105.045264792,105.304252131,105.045264792,105.045264792,62723
82,2020-05-04 18:00:00,105.019366058,105.019366058,104.984834413,105.019366058,313
83,2020-05-04 19:00:00,105.16612555,105.16612555,105.16612555,105.16612555,523
84,2020-05-04 20:00:00,104.812176187,104.812176187,104.812176187,104.812176187,538
85,2020-05-05 06:00:00,105.925821746,105.925821746,105.925821746,105.925821746,1673
86,2020-05-05 07:00:00,106.012150859,106.012150859,106.012150859,106.012150859,1466
87,2020-05-05 08:00:00,106.443796424,106.789112876,106.184809085,106.184809085,4484
88,2020-05-05 09:00:00,106.789112876,107.039467304,106.012237188,107.030834393,9706
89,2020-05-05 10:00:00,106.961771102,107.208499708,106.08984706,107.208499708,527590
90,2020-05-05 11:00:00,107.164212873,107.324353377,106.081214149,106.711416675,705584
91,2020-05-05 12:00:00,106.715128826,107.117163506,106.443796424,106.892707812,499976
92,2020-05-05 13:00:00,106.884074901,107.022201482,106.322935666,106.439479968,501687
93,2020-05-05 14:00:00,106.443796424,106.918606546,106.253872375,106.797745788,319251
94,2020-05-05 15:00:00,106.801975914,107.091264772,106.720049586,107.082631861,420172
95,2020-05-05 16:00:00,107.073998949,107.073998949,105.727264785,105.82222681,760971
96,2020-05-05 17:00:00,105.82222681,105.925821746,105.753163519,105.882657189,61186
97,2020-05-05 18:00:00,105.882657189,105.882657189,105.88257086,105.882657189,1421
98,2020-05-05 19:00:00,106.176176173,106.176176173,106.176176173,106.176176173,437
99,2020-05-05 20:00:00,106.176176173,106.176176173,106.176176173,106.176176173,1053
100,2020-05-06 08:00:00,106.61645465,107.177593885,106.400631867,106.996302748,2406
101,2020-05-06 09:00:00,107.134342999,107.212039201,106.184809085,106.184809085,8971
102,2020-05-06 10:00:00,106.060754149,107.091264772,105.865477695,105.986252125,418305
103,2020-05-06 11:00:00,106.025100226,106.521492626,105.675467318,106.154593895,434582
104,2020-05-06 12:00:00,106.163226806,106.400631867,105.908555923,106.038049593,494980
105,2020-05-06 13:00:00,106.038049593,106.754581231,106.02078377,106.599188828,405550
106,2020-05-06 14:00:00,106.61645465,106.927239457,106.465378702,106.620771106,320538
107,2020-05-06 15:00:00,106.61645465,106.858176167,106.176176173,106.676885029,362281
108,2020-05-06 16:00:00,106.681201485,107.000878191,106.081214149,106.322935666,989583
109,2020-05-06 17:00:00,106.331568577,106.331568577,106.115745794,106.115745794,159188
110,2020-05-06 18:00:00,106.262505287,106.28840402,106.184809085,106.28840402,765
111,2020-05-06 19:00:00,106.141644528,106.28840402,106.098479972,106.098479972,1717
112,2020-05-06 20:00:00,106.167543262,106.271138198,106.055315415,106.271138198,1377
113,2020-05-07 08:00:00,107.586271762,107.612518718,107.586271762,107.612518718,2993
114,2020-05-07 09:00:00,107.612518718,107.612518718,107.437539013,107.568773791,2584
115,2020-05-07 10:00:00,107.568773791,107.839992335,106.658879324,106.825110044,620226
116,2020-05-07 11:00:00,106.807612074,107.166320469,106.282672958,106.413907737,556962
117,2020-05-07 12:00:00,106.422656722,107.481283939,106.343915855,107.340425276,558719
118,2020-05-07 13:00:00,107.345674667,107.656263644,106.781365118,107.043834676,402373
119,2020-05-07 14:00:00,107.061332646,107.245848745,106.422656722,106.431405707,423469
120,2020-05-07 15:00:00,106.422656722,106.632632368,105.950211518,106.090195282,526539
121,2020-05-07 16:00:00,106.081446297,106.300170929,105.731486886,106.037701371,937705
122,2020-05-07 17:00:00,106.063948326,106.378911796,105.827725724,106.090195282,166293
123,2020-05-07 19:00:00,106.090195282,106.387660781,106.090195282,106.387660781,675
124,2020-05-07 20:00:00,106.676377295,106.676377295,106.676377295,106.676377295,1161
125,2020-05-08 07:00:00,107.630016688,108.137457833,107.630016688,107.962478128,1938
126,2020-05-08 08:00:00,107.542526836,107.612518718,107.507530895,107.612518718,4629
127,2020-05-08 09:00:00,107.35004916,107.603769732,106.816361059,107.175069455,3723
128,2020-05-08 10:00:00,107.568773791,107.603769732,105.915215577,106.422656722,647408
129,2020-05-08 11:00:00,106.440154693,107.113826558,106.291421943,106.597636427,610859
130,2020-05-08 12:00:00,106.593261935,106.991340764,106.308919914,106.956344823,489342
131,2020-05-08 13:00:00,106.965093808,106.982591779,106.407783447,106.708486071,589053
132,2020-05-08 14:00:00,106.711373236,106.755118162,106.291421943,106.545142516,423164
133,2020-05-08 15:00:00,106.545142516,107.236312351,106.483899619,106.921348882,558470
134,2020-05-08 16:00:00,106.938846853,107.813745379,106.763867147,107.560024806,1129814
135,2020-05-08 17:00:00,107.603769732,107.787498423,107.568773791,107.787498423,291764
136,2020-05-08 18:00:00,107.6825106,107.6825106,107.656263644,107.656263644,941
137,2020-05-08 19:00:00,107.656263644,107.656263644,107.656263644,107.656263644,523
138,2020-05-08 20:00:00,107.6825106,107.787498423,107.665012629,107.665012629,629
139,2020-05-11 08:00:00,107.192567425,107.20131641,106.956344823,106.956344823,3463
140,2020-05-11 09:00:00,107.568773791,107.595020747,106.606385413,106.650130339,7511
141,2020-05-11 10:00:00,106.571389472,106.746369177,105.818976739,105.923964562,821797
142,2020-05-11 11:00:00,105.89553036,106.387660781,105.574005152,106.107693253,429465
143,2020-05-11 12:00:00,106.125191223,107.18381844,106.098944267,107.169382614,375621
144,2020-05-11 13:00:00,107.166320469,107.822494364,107.053808519,107.660638137,328246
145,2020-05-11 14:00:00,107.673761615,108.006223055,107.595020747,107.673761615,412334
146,2020-05-11 15:00:00,107.70000857,107.770000452,107.393794086,107.621180213,283489
147,2020-05-11 16:00:00,107.612518718,107.857490305,107.210065396,107.218814381,642397
148,2020-05-11 17:00:00,107.253810322,107.253810322,106.842608015,106.842608015,56748
149,2020-05-11 18:00:00,107.253810322,107.253810322,107.253810322,107.253810322,1981
150,2020-05-11 19:00:00,107.253810322,107.262559307,107.253810322,107.262559307,348
151,2020-05-11 20:00:00,107.218814381,107.218814381,106.956344823,106.956344823,1069
152,2020-05-12 08:00:00,107.51627988,107.70000857,107.51627988,107.70000857,2470
153,2020-05-12 09:00:00,107.743753497,107.743753497,107.560024806,107.6825106,1501
154,2020-05-12 10:00:00,107.656263644,108.207449716,107.446287998,108.128708848,608077
155,2020-05-12 11:00:00,108.128708848,108.714890861,107.752502482,108.172453774,852958
156,2020-05-12 12:00:00,108.146206819,108.4007148,107.568773791,107.892486246,378473
157,2020-05-12 13:00:00,107.86623929,108.767384772,107.770000452,108.386803913,780307
158,2020-05-12 14:00:00,108.382429421,108.426174347,107.341300175,107.520654372,404993
159,2020-05-12 15:00:00,107.517854697,107.568773791,106.912599897,107.000089749,338715
160,2020-05-12 16:00:00,106.982591779,107.043834676,105.215296756,105.250292697,1085027
161,2020-05-12 17:00:00,105.215296756,105.469017329,104.427888083,104.550373876,183222
162,2020-05-12 18:00:00,104.769098508,104.812843434,104.550373876,104.567871847,4278
163,2020-05-12 19:00:00,104.550373876,104.550373876,104.550373876,104.550373876,681
164,2020-05-12 20:00:00,104.812843434,104.812843434,103.876702011,104.00793679,2789
165,2020-05-13 05:00:00,105.040317051,105.040317051,105.040317051,105.040317051,209
166,2020-05-13 06:00:00,104.987823139,105.425272402,104.900333287,105.425272402,627
167,2020-05-13 08:00:00,105.845223695,105.862721665,105.565256167,105.862721665,1394
168,2020-05-13 09:00:00,105.565256167,105.85397268,104.987823139,105.469017329,8994
169,2020-05-13 10:00:00,105.206547771,105.206547771,102.975556529,103.49174666,849590
170,2020-05-13 11:00:00,103.448001733,104.152295047,102.82682378,102.922187719,572204
171,2020-05-13 12:00:00,102.923062618,103.194981079,101.321998315,101.531973961,741083
172,2020-05-13 13:00:00,101.549471931,101.733200622,100.937042963,101.385690927,855413
173,2020-05-13 14:00:00,101.418237153,101.706953666,101.050779772,101.383241211,500782
174,2020-05-13 15:00:00,101.339496285,101.549471931,100.875800066,100.875887556,483363
175,2020-05-13 16:00:00,100.902047022,101.400739182,100.48209573,101.260755418,1479182
176,2020-05-13 17:00:00,101.252006433,101.575718887,101.252006433,101.278253388,106012
177,2020-05-13 18:00:00,101.287002374,101.488229035,101.287002374,101.488229035,314
178,2020-05-13 19:00:00,101.505727005,101.575718887,101.488229035,101.558220917,1871
179,2020-05-13 20:00:00,101.558220917,101.593216858,101.488229035,101.488229035,5640
180,2020-05-14 08:00:00,100.83205514,100.83205514,100.700820361,100.700820361,3393
181,2020-05-14 09:00:00,101.198725112,101.198725112,99.7471809676,99.8871647317,17204
182,2020-05-14 10:00:00,100.009650525,100.307116024,98.2598534731,98.3735902815,854086
183,2020-05-14 11:00:00,98.3648412962,100.018399511,97.82240421,99.5109583655,1173918
184,2020-05-14 12:00:00,99.4847114097,100.48209573,99.3852354473,99.9746545844,662010
185,2020-05-14 13:00:00,100.00090154,101.374492226,99.9046627023,101.374492226,575510
186,2020-05-14 14:00:00,101.383241211,101.881933371,101.028907308,101.042030786,530416
187,2020-05-14 15:00:00,101.007034845,101.409488167,100.595832538,101.050779772,356422
188,2020-05-14 16:00:00,101.042030786,102.371876546,100.928293978,102.363127561,862071
189,2020-05-14 17:00:00,102.319382634,102.441868428,102.188147856,102.188147856,115762
190,2020-05-14 19:00:00,102.01316815,102.34562959,102.01316815,102.34562959,982
191,2020-05-14 20:00:00,102.49436234,102.538107266,102.49436234,102.538107266,2661
192,2020-05-15 05:00:00,103.238026087,103.238026087,103.238026087,103.238026087,209
193,2020-05-15 06:00:00,103.124289279,103.124289279,103.115540293,103.115540293,1328
194,2020-05-15 07:00:00,102.415621472,102.415621472,101.84693743,101.84693743,1811
195,2020-05-15 08:00:00,101.66320874,101.66320874,101.225759477,101.278253388,2279
196,2020-05-15 09:00:00,102.293135679,102.293135679,101.120771654,101.706953666,2390
197,2020-05-15 10:00:00,101.488229035,102.398123502,100.83205514,102.336880605,736834
198,2020-05-15 11:00:00,102.319382634,102.704337986,101.523224976,101.689455696,531914
199,2020-05-15 12:00:00,101.66924554,101.907567898,101.269504403,101.811941489,344414
200,2020-05-15 13:00:00,101.803192504,102.210020319,101.584467872,101.724451637,346249
201,2020-05-15 14:00:00,101.741949607,102.41124698,101.733200622,102.308621383,281473
202,2020-05-15 15:00:00,102.310633649,102.629971611,102.021917136,102.056913077,307255
203,2020-05-15 16:00:00,102.074411047,102.415621472,101.584467872,102.363127561,803141
204,2020-05-15 17:00:00,102.34562959,102.424370458,101.610714828,102.275637708,734523
205,2020-05-15 19:00:00,102.021917136,102.021917136,102.021917136,102.021917136,313
206,2020-05-15 20:00:00,102.32813162,102.32813162,102.32813162,102.32813162,104
207,2020-05-18 06:00:00,103.413005792,103.430503763,103.413005792,103.430503763,313
208,2020-05-18 07:00:00,103.413005792,103.413005792,103.413005792,103.413005792,1326
209,2020-05-18 08:00:00,103.238026087,103.657977379,103.238026087,103.657977379,3356
210,2020-05-18 09:00:00,103.238201067,105.154053859,103.238201067,104.980473992,14145
211,2020-05-18 10:00:00,105.075312992,105.740235872,104.769098508,105.232794727,704097
212,2020-05-18 11:00:00,105.285288638,106.182409587,105.101559948,105.90760396,605274
213,2020-05-18 12:00:00,105.871470651,106.343915855,105.85397268,106.107693253,486936
214,2020-05-18 13:00:00,106.098944267,106.256426002,105.810227754,106.116442238,364784
215,2020-05-18 14:00:00,106.125191223,106.396409766,106.063948326,106.361938764,330189
216,2020-05-18 15:00:00,106.370162811,106.610759905,106.230179046,106.431405707,328478
217,2020-05-18 16:00:00,106.425193928,107.052583661,106.317668899,106.326417884,926354
218,2020-05-18 17:00:00,106.35266484,106.35266484,105.993956444,106.300170929,217838
219,2020-05-18 18:00:00,106.300170929,106.300170929,106.125191223,106.221430061,3453
220,2020-05-18 19:00:00,106.125191223,106.387660781,106.125191223,106.387660781,1678
221,2020-05-19 08:00:00,105.68774196,106.037701371,105.68774196,105.976458474,1036
222,2020-05-19 09:00:00,106.343915855,106.387660781,105.827725724,105.862721665,3309
223,2020-05-19 10:00:00,105.906466592,106.212681076,105.600252108,105.871470651,441158
224,2020-05-19 11:00:00,105.880219636,106.886352941,105.783980798,106.256426002,518105
225,2020-05-19 12:00:00,106.238928032,106.623883383,106.063948326,106.33516687,321090
226,2020-05-19 13:00:00,106.317668899,106.387660781,105.985207459,106.282672958,226447
227,2020-05-19 14:00:00,106.273923973,106.667628309,106.120816731,106.35266484,254412
228,2020-05-19 15:00:00,106.370162811,106.846982507,105.836912159,105.967709489,458087
229,2020-05-19 16:00:00,105.967709489,106.676377295,105.136555889,105.224045741,781831
230,2020-05-19 17:00:00,105.241543712,105.285288638,105.101559948,105.285288638,40978
231,2020-05-19 18:00:00,105.1890498,105.1890498,105.1890498,105.1890498,209
232,2020-05-19 19:00:00,105.241543712,105.241543712,105.241543712,105.241543712,523
233,2020-05-19 20:00:00,105.68774196,105.68774196,105.68774196,105.68774196,104
234,2020-05-20 08:00:00,106.300170929,106.51889556,106.125191223,106.51889556,3268
235,2020-05-20 09:00:00,106.51889556,106.711373236,106.308919914,106.466401648,3210
236,2020-05-20 10:00:00,106.256426002,106.527644545,105.512762255,106.247677017,643379
237,2020-05-20 11:00:00,106.247677017,107.145235415,106.238928032,106.488274112,539446
238,2020-05-20 12:00:00,106.50139759,106.658879324,106.235428438,106.26954948,350944
239,2020-05-20 13:00:00,106.300170929,106.448728698,105.976458474,106.265174987,308271
240,2020-05-20 14:00:00,106.25205151,106.300170929,105.897717606,106.050824849,268606
241,2020-05-20 15:00:00,106.037701371,106.378911796,105.810227754,106.326417884,407509
242,2020-05-20 16:00:00,106.308919914,106.370162811,105.85397268,106.221430061,710831
243,2020-05-20 17:00:00,106.195183105,106.265174987,106.195183105,106.195183105,175196
244,2020-05-20 18:00:00,106.256426002,106.256426002,106.256426002,106.256426002,104
245,2020-05-21 08:00:00,106.00270543,106.081446297,105.862721665,105.862721665,3806
246,2020-05-21 09:00:00,106.212681076,106.212681076,105.862721665,105.862721665,1537
247,2020-05-21 10:00:00,105.862721665,106.247677017,105.00532111,106.099644186,565097
248,2020-05-21 11:00:00,106.142689194,106.492648604,105.329908463,105.342157042,437768
249,2020-05-21 12:00:00,105.329033564,105.329033564,104.50662895,104.930954735,491326
250,2020-05-21 13:00:00,104.935329228,105.372778491,104.760349522,104.961576183,324936
251,2020-05-21 14:00:00,104.970325169,105.35528052,104.83909039,104.926580242,305694
252,2020-05-21 15:00:00,104.917831257,105.127806903,104.401641127,104.419139097,545403
253,2020-05-21 16:00:00,104.445386053,104.681608655,104.086677657,104.244159392,1085391
254,2020-05-21 17:00:00,104.217912436,105.081087322,104.156669539,104.209163451,138102
255,2020-05-21 18:00:00,104.200414466,104.217912436,104.200414466,104.217912436,3040
256,2020-05-21 19:00:00,104.314151274,104.314151274,104.314151274,104.314151274,167
257,2020-05-21 20:00:00,104.217912436,104.427888083,104.17416751,104.427888083,851
258,2020-05-22 05:00:00,103.421754777,103.421754777,103.421754777,103.421754777,276
259,2020-05-22 07:00:00,103.622981438,103.622981438,103.622981438,103.622981438,523
260,2020-05-22 08:00:00,103.67547535,103.67547535,103.631730424,103.67547535,2093
261,2020-05-22 09:00:00,104.480381994,104.497879965,104.287904318,104.480381994,954
262,2020-05-22 10:00:00,104.477319849,104.519752428,102.9930545,103.255524057,589435
263,2020-05-22 11:00:00,103.290519999,103.955442878,102.879317691,103.404256807,498602
264,2020-05-22 12:00:00,103.395507822,103.582736106,103.203030146,103.299268984,363044
265,2020-05-22 13:00:00,103.299268984,103.465499704,102.975556529,103.308105459,389654
266,2020-05-22 14:00:00,103.334264925,103.640479409,103.281771013,103.474248689,288647
267,2020-05-22 15:00:00,103.482997674,103.745467232,103.456750718,103.570487527,353398
268,2020-05-22 16:00:00,103.570487527,103.745467232,103.273022028,103.579236512,890779
269,2020-05-22 17:00:00,103.579236512,103.84170607,103.552989556,103.84170607,406438
270,2020-05-22 19:00:00,103.719220276,103.719220276,103.67547535,103.67547535,652
271,2020-05-22 20:00:00,103.587985497,103.587985497,103.587985497,103.587985497,105
272,2020-05-26 08:00:00,106.160187164,106.160187164,104.987823139,105.635248049,12494
273,2020-05-26 09:00:00,105.416523417,105.932713548,104.987823139,105.775231813,5670
274,2020-05-26 10:00:00,105.731486886,107.043834676,105.731486886,106.860105985,936125
275,2020-05-26 11:00:00,106.868854971,107.246111215,106.457652663,107.065707139,833773
276,2020-05-26 12:00:00,107.061332646,107.280057278,106.650130339,106.702624251,725987
277,2020-05-26 13:00:00,106.715747728,106.938846853,106.273923973,106.925723375,453172
278,2020-05-26 14:00:00,106.938846853,106.973842794,106.422656722,106.422656722,350907
279,2020-05-26 15:00:00,106.405158752,106.720122221,106.357039333,106.693875265,408867
280,2020-05-26 16:00:00,106.68512628,106.965093808,106.273836483,106.536393531,1127436
281,2020-05-26 17:00:00,106.527644545,106.851357,106.527644545,106.536393531,256436
282,2020-05-26 18:00:00,106.825110044,106.825110044,106.825110044,106.825110044,112
283,2020-05-26 19:00:00,106.588887442,106.632632368,106.317668899,106.632632368,1200
284,2020-05-26 20:00:00,106.527644545,106.527644545,106.527644545,106.527644545,209
285,2020-05-27 06:00:00,107.752502482,107.761251467,107.752502482,107.761251467,510
286,2020-05-27 08:00:00,108.224947686,108.487417244,108.006223055,108.006223055,2543
287,2020-05-27 09:00:00,108.233696671,108.242445657,107.175069455,107.51627988,8478
288,2020-05-27 10:00:00,107.525028865,109.519797505,107.525028865,108.924866507,1050423
289,2020-05-27 11:00:00,108.912355458,109.780779735,108.391178406,109.756020107,1173178
290,2020-05-27 12:00:00,109.747271122,110.088481547,108.732388831,109.423558667,941337
291,2020-05-27 13:00:00,109.44543113,109.616036343,108.837376654,109.19608505,480424
292,2020-05-27 14:00:00,109.19608505,109.283574903,108.566158111,109.060475779,367706
293,2020-05-27 15:00:00,109.082348242,109.651032284,109.082348242,109.327319829,468908
294,2020-05-27 16:00:00,109.327319829,109.834760974,108.959862448,109.826011989,1065449
295,2020-05-27 17:00:00,109.834760974,110.167222414,109.099846212,110.167222414,58066
296,2020-05-27 18:00:00,110.018489665,110.018489665,109.834760974,109.834760974,524
297,2020-05-27 19:00:00,109.843509959,109.843509959,109.834760974,109.834760974,1092
298,2020-05-27 20:00:00,109.8785059,109.957246768,109.8785059,109.957246768,645
299,2020-05-28 05:00:00,110.237214296,110.237214296,110.237214296,110.237214296,313
300,2020-05-28 06:00:00,109.756020107,110.114728503,109.756020107,110.114728503,941
301,2020-05-28 07:00:00,110.114728503,110.552177766,110.114728503,110.552177766,1838
302,2020-05-28 08:00:00,110.237214296,110.587173707,110.237214296,110.587173707,1285
303,2020-05-28 09:00:00,110.587173707,111.147108763,109.808514018,111.147108763,12793
304,2020-05-28 10:00:00,111.147108763,111.287092528,109.633534313,109.904752856,829769
305,2020-05-28 11:00:00,109.904752856,110.062234591,109.336068814,109.633534313,477906
306,2020-05-28 12:00:00,109.624785328,109.922250827,109.274825917,109.659781269,421829
307,2020-05-28 13:00:00,109.672904747,110.158473429,109.449805623,110.132226473,343524
308,2020-05-28 14:00:00,110.140975458,110.184720385,109.786641555,109.922250827,262343
309,2020-05-28 15:00:00,109.948497783,110.154098936,109.795390541,110.018489665,266679
310,2020-05-28 16:00:00,109.996617202,110.350951105,108.67989492,108.968611433,987784
311,2020-05-28 17:00:00,108.951113463,109.274825917,108.951113463,108.977360419,56058
312,2020-05-28 19:00:00,109.099846212,109.099846212,108.959862448,108.959862448,978
313,2020-05-29 08:00:00,109.651032284,109.712275181,109.651032284,109.712275181,857
314,2020-05-29 09:00:00,108.951113463,109.764769092,108.951113463,109.073599256,2837
315,2020-05-29 10:00:00,108.793631728,108.793631728,107.026336705,107.36754713,465964
316,2020-05-29 11:00:00,107.35004916,107.691259585,106.973842794,107.105077573,575073
317,2020-05-29 12:00:00,107.096328587,108.111210878,107.026336705,107.678136107,507465
318,2020-05-29 13:00:00,107.691259585,108.01497204,106.947595838,107.752502482,408541
319,2020-05-29 14:00:00,107.730630019,107.770000452,107.315053219,107.490032924,276407
320,2020-05-29 15:00:00,107.490032924,108.539911155,107.078830617,108.539911155,601687
321,2020-05-29 16:00:00,108.557409126,109.476052578,108.36493145,109.17858708,1341545
322,2020-05-29 17:00:00,109.274825917,110.105979517,109.248578962,109.467303593,1087698
323,2020-05-29 18:00:00,109.581040402,109.581040402,109.581040402,109.581040402,107
324,2020-05-29 20:00:00,109.493550549,109.493550549,109.493550549,109.493550549,104
325,2020-06-01 07:00:00,109.222332006,109.274825917,109.222332006,109.274825917,427
326,2020-06-01 08:00:00,109.01235636,109.274825917,109.01235636,109.266076932,2029
327,2020-06-01 09:00:00,109.274825917,109.364677996,109.01235636,109.36231577,12707
328,2020-06-01 10:00:00,109.358728686,109.532920983,108.5136642,108.86362361,466881
329,2020-06-01 11:00:00,108.86362361,109.703526195,108.583656082,109.467303593,431409
330,2020-06-01 12:00:00,109.467303593,109.467303593,109.003607374,109.283574903,288676
331,2020-06-01 13:00:00,109.257327947,109.563542431,109.17858708,109.388562726,240985
332,2020-06-01 14:00:00,109.414809682,110.018489665,109.406060696,109.721024166,424893
